'Blueberries' Buckshot | NSWC SEAL//176209284
Sticker | FURIA (Foil) | Katowice 2019//176036906
Sticker | FURIA (Gold) | Antwerp 2022//176312295
Sticker | FURIA (Gold) | Paris 2023//176371757
Sticker | FURIA (Holo) | Antwerp 2022//176312148
Sticker | FURIA (Holo) | Paris 2023//176371671
Sticker | FURIA (Holo) | Rio 2022//176339705
Sticker | FURIA (Holo) | Stockholm 2021//176269955
Sticker | G2 (Gold) | 2020 RMR//176222779
Sticker | G2 Esports (Foil) | Stockholm 2021//176269969
Sticker | G2 Esports (Gold) | Paris 2023//176371771
Sticker | G2 Esports (Gold) | Stockholm 2021//176269954
Sticker | G2 Esports (Holo) | Antwerp 2022//176312173
Sticker | G2 Esports (Holo) | Atlanta 2017//175865601
Sticker | G2 Esports (Holo) | Cologne 2016//157485842
Sticker | G2 Esports (Holo) | Paris 2023//176371810
Sticker | G2 Esports (Holo) | Stockholm 2021//176269979
Sticker | G2 Esports | Atlanta 2017//175865626
Sticker | G2 Esports | Cluj-Napoca 2015//75982502
Sticker | G2 Esports | Cologne 2016//157485876
Sticker | G2 Esports | Katowice 2019//176036575
Sticker | Gambit Esports (Foil) | London 2018//176004468
Sticker | Gambit Esports (Holo) | Boston 2018//175945302
Sticker | Gambit Esports (Holo) | London 2018//176004465
Sticker | Gambit Gaming (Gold) | Stockholm 2021//176270009
Sticker | GamerLegion (Gold) | Paris 2023//176371819
Sticker | GamerLegion (Holo) | Paris 2023//176371749
Sticker | GeT_RiGhT | Cluj-Napoca 2015//75982401
Sticker | gla1ve (Foil) | Cologne 2016//157485953
Sticker | gob b (Foil) | Katowice 2019//176036831
Sticker | gob b (Foil) | Krakow 2017//175905857
Sticker | GODSENT (Foil) | Stockholm 2021//176269985
Sticker | Gold Nova (Holo)//176020997
Sticker | Golden (Foil) | London 2018//176004496
Sticker | Golden (Gold) | Berlin 2019//176080035
Sticker | Gratisfaction (Foil) | Katowice 2019//176036668
Sticker | Grayhound Gaming (Gold) | Rio 2022//176339831
Sticker | GuardiaN (Foil) | Krakow 2017//175905996
Sticker | GuardiaN (Foil) | London 2018//176004327
Sticker | GuardiaN | Atlanta 2017//175865604
Sticker | hades (Gold) | Paris 2023//176372110
Sticker | Hello AWP (Gold)//176209318
Sticker | Hello FAMAS (Gold)//176209554
Sticker | HellRaisers (Foil) | Berlin 2019//176079918
Sticker | HellRaisers (Foil) | London 2018//176004595
Sticker | HellRaisers | Atlanta 2017//175865715
Sticker | HellRaisers | DreamHack 2014//24668010
Sticker | HEN1 (Foil) | Krakow 2017//175905788
Sticker | Heroic (Foil) | Stockholm 2021//176270035
Sticker | Heroic (Gold) | Paris 2023//176371708
Sticker | Heroic (Gold) | Rio 2022//176339724
Sticker | Heroic (Holo) | Rio 2022//176339525
Sticker | HexT (Gold) | Rio 2022//176340055
Sticker | Hidden Hero (Foil)//176358777
Sticker | HObbit (Gold) | Stockholm 2021//176274631
Sticker | HooXi (Gold) | Paris 2023//176371926
Sticker | HooXi (Holo) | Paris 2023//176371788
Sticker | HS (Foil) | Krakow 2017//175905822
Sticker | hutji (Foil) | London 2018//176004665
Sticker | hutji | Krakow 2017//175905877
Sticker | IEM (Gold) | Rio 2022//176339537
Sticker | IHC Esports (Gold) | Rio 2022//176339917
Sticker | iM (Gold) | Paris 2023//176372135
Sticker | iM (Holo) | Paris 2023//176371850
Sticker | Imperial Esports (Gold) | Rio 2022//176339882
Sticker | Imperial Esports (Holo) | Antwerp 2022//176312109
Sticker | Imperial Esports (Holo) | Rio 2022//176339748
Sticker | Incineration (Holo)//176099152
Sticker | interz (Gold) | Stockholm 2021//176274644
Sticker | jabbi (Gold) | Paris 2023//176372149
Sticker | jabbi (Holo) | Antwerp 2022//176312396
Sticker | Jame (Holo) | Stockholm 2021//176274579
Sticker | jkaem | MLG Columbus 2016//144424212
Sticker | jks (Gold) | Paris 2023//176371948
Sticker | jks | Boston 2018//175945355
Sticker | jks | Katowice 2019//176036555
Sticker | jL (Gold) | Paris 2023//176372206
Sticker | JT (Gold) | Antwerp 2022//176312584
Sticker | JT (Gold) | Paris 2023//176372139
Sticker | juanflatroo (Holo) | Paris 2023//176371873
Sticker | JW (Foil) | London 2018//176004378
Sticker | JW | Krakow 2017//175905951
Sticker | karrigan (Foil) | London 2018//176004499
Sticker | karrigan (Gold) | Paris 2023//176372193
Sticker | karrigan (Holo) | Antwerp 2022//176312500
Sticker | karrigan | Krakow 2017//175905908
Sticker | Kawaii CT (Holo)//176327053
Sticker | Kaze (Foil) | Katowice 2019//176036839
Sticker | Kaze | Katowice 2019//176036600
Sticker | keev (Foil) | Krakow 2017//175905984
Sticker | kennyS (Foil) | Cologne 2015//61699209
Sticker | kennyS (Foil) | Katowice 2019//176036545
Sticker | kennyS (Foil) | Krakow 2017//175905958
Sticker | kennyS (Foil) | MLG Columbus 2016//144424279
Sticker | kennyS | Boston 2018//175945198
Sticker | kennyS | Katowice 2019//176036676
Sticker | kennyS | London 2018//176004323
Sticker | Keoz (Gold) | Paris 2023//176372048
Sticker | keshandr | Boston 2018//175945204
Sticker | kNgV- (Foil) | Krakow 2017//175905990
Sticker | Krad (Holo) | Paris 2023//176372124
Sticker | KRIMZ (Foil) | Boston 2018//175945157
Sticker | KRIMZ (Foil) | Krakow 2017//175905905
Sticker | KSCERATO (Gold) | Paris 2023//176371927
Sticker | kyxsan (Gold) | Paris 2023//176372191
Sticker | Leaving The Station (Holo)//176327091
Sticker | LEGIJA (Foil) | Krakow 2017//175905985
Sticker | Lekr0 | Boston 2018//175945279
Sticker | LGB eSports | Katowice 2015//33771374
Sticker | Liazz (Gold) | Berlin 2019//176080000
Sticker | London Conspiracy | Cologne 2014//17080548
Sticker | Lore Poison Frog (Foil)//176263115
Sticker | loWel | Krakow 2017//175905906
Sticker | Lucaozy (Gold) | Paris 2023//176372159
Sticker | LUCAS1 (Gold) | Berlin 2019//176080002
Sticker | Luminosity Gaming (Foil) | Cologne 2015//61699264
Sticker | Luminosity Gaming (Foil) | MLG Columbus 2016//144424249
Sticker | Luminosity Gaming (Holo) | MLG Columbus 2016//144424295
Sticker | Luminosity Gaming | Cluj-Napoca 2015//75982511
Sticker | Luminosity Gaming | Cologne 2015//61699326
Sticker | m0NESY (Gold) | Paris 2023//176372112
Sticker | Magisk (Foil) | Katowice 2019//176036828
Sticker | Magisk (Foil) | Krakow 2017//175905884
Sticker | Magisk (Gold) | Paris 2023//176372095
Sticker | Miami Buttery (Holo)//176263028
Sticker | Miami Tier6 (Holo)//176262786
Sticker | Monte (Gold) | Paris 2023//176371996
Sticker | mousesports (Foil) | Berlin 2019//176079943
Sticker | mousesports (Holo) | London 2018//176004338
Sticker | mousesports | Atlanta 2017//175865675
Sticker | mousesports | Cluj-Napoca 2015//75982475
Sticker | mousesports | Krakow 2017//175905999
Sticker | MOUZ (Foil) | Stockholm 2021//176270069
Sticker | MOUZ (Gold) | Rio 2022//176339948
Sticker | MOUZ (Holo) | Rio 2022//176339620
Sticker | MOUZ (Holo) | Stockholm 2021//176270022
Sticker | Movistar Riders (Foil) | Stockholm 2021//176269970
Sticker | Movistar Riders (Holo) | Stockholm 2021//176269962
Sticker | Natus Vincere (Foil) | Berlin 2019//176079712
Sticker | Natus Vincere (Foil) | Krakow 2017//175905849
Sticker | Natus Vincere (Foil) | Stockholm 2021//176269976
Sticker | Natus Vincere (Gold) | Paris 2023//176371715
Sticker | Natus Vincere (Gold) | Rio 2022//176339754
Sticker | Natus Vincere (Gold) | Stockholm 2021//176270005
Sticker | Natus Vincere (Holo) | Antwerp 2022//176312227
Sticker | Natus Vincere (Holo) | Katowice 2019//176036596
Sticker | Natus Vincere (Holo) | Paris 2023//176371709
Sticker | Natus Vincere (Holo) | Stockholm 2021//176269956
Sticker | Natus Vincere | Atlanta 2017//175865550
Sticker | Natus Vincere | Katowice 2015//33771340
Sticker | NBK- (Foil) | Boston 2018//175945269
Sticker | neaLaN (Gold) | Berlin 2019//176080082
Sticker | NertZ (Gold) | Paris 2023//176372151
Sticker | nex (Foil) | Krakow 2017//175905802
Sticker | nicoodoz (Gold) | Paris 2023//176371912
Sticker | niko  | London 2018//176004975
Sticker | NiKo (Foil) | Berlin 2019//176079783
Sticker | NiKo (Foil) | Boston 2018//175945224
Sticker | NiKo (Foil) | Katowice 2019//176036812
Sticker | NiKo (Foil) | Krakow 2017//175905879
Sticker | NiKo (Gold) | Berlin 2019//176079992
Sticker | NiKo (Gold) | Paris 2023//176372202
Sticker | NiKo (Gold) | Stockholm 2021//176274628
Sticker | NiKo (Holo) | Paris 2023//176372028
Sticker | NiKo | Boston 2018//175945179
Sticker | NiKo | Cologne 2016//157485800
Sticker | NiKo | Katowice 2019//176036572
Sticker | Ninjas in Pyjamas  | Katowice 2015//33771330
Sticker | Ninjas in Pyjamas (Foil) | Cologne 2015//61699250
Sticker | Ninjas in Pyjamas (Foil) | Stockholm 2021//176269974
Sticker | Ninjas in Pyjamas (Gold) | Rio 2022//176339687
Sticker | Ninjas in Pyjamas (Gold) | Stockholm 2021//176270046
Sticker | Ninjas in Pyjamas (Holo) | Katowice 2019//176036548
Sticker | Ninjas in Pyjamas | Cologne 2016//157485895
Sticker | Ninjas in Pyjamas | DreamHack 2014//24668012
Sticker | North (Holo) | Atlanta 2017//175865596
Sticker | North | Atlanta 2017//175865712
Sticker | North | Boston 2018//175945235
Sticker | OG (Gold) | Rio 2022//176339971
Sticker | olofmeister (Foil) | Katowice 2019//176036739
Sticker | olofmeister (Foil) | Krakow 2017//175905953
Sticker | olofmeister | Cluj-Napoca 2015//75982334
Sticker | olofmeister | Cologne 2015//61699165
Sticker | olofmeister | Cologne 2016//157485782
Sticker | Opal Flick (Holo)//176262811
Sticker | OpTic Gaming (Foil) | Cologne 2016//157485818
Sticker | OpTic Gaming (Holo) | Cologne 2016//157485853
Sticker | OpTic Gaming (Holo) | London 2018//176004618
Sticker | OpTic Gaming | London 2018//176004673
Sticker | oSee (Gold) | Paris 2023//176372047
Sticker | oskar (Foil) | Krakow 2017//175905810
Sticker | Outsiders (Gold) | Antwerp 2022//176312089
Sticker | paiN Gaming (Foil) | Stockholm 2021//176270040
Sticker | paiN Gaming (Gold) | Paris 2023//176371949
Sticker | paiN Gaming (Gold) | Stockholm 2021//176270044
Sticker | paiN Gaming (Holo) | Paris 2023//176371797
Sticker | paiN Gaming (Holo) | Stockholm 2021//176269988
Sticker | pashaBiceps | MLG Columbus 2016//144424321
Sticker | Patsi (Gold) | Rio 2022//176339989
Sticker | PENTA Sports  | Katowice 2015//33771375
Sticker | PENTA Sports | DreamHack 2014//24668038
Sticker | Perfecto (Gold) | Berlin 2019//176080018
Sticker | Perfecto (Gold) | Stockholm 2021//176274558
Sticker | PGL (Foil) | Krakow 2017//175905938
Sticker | Poorly Drawn Chicken (Holo)//176233068
Sticker | Purrurists (Foil)//176260779
Sticker | rain (Gold) | Paris 2023//176371997
Sticker | rain (Holo) | Paris 2023//176372023
Sticker | rain | Boston 2018//175945213
Sticker | REZ (Foil) | London 2018//176004659
Sticker | REZ (Gold) | Berlin 2019//176080032
Sticker | Rogue (Holo) | London 2018//176004370
Sticker | ropz (Gold, Champion) | Antwerp 2022//176315238
Sticker | ropz (Gold) | Rio 2022//176340001
Sticker | ropz (Holo) | Antwerp 2022//176312065
Sticker | ropz (Holo) | Paris 2023//176371981
Sticker | Runtime (Holo)//176260773
Sticker | S0tF1k (Foil) | Katowice 2019//176036639
Sticker | s1mple (Foil) | Krakow 2017//175905887
Sticker | s1mple (Foil) | London 2018//176004377
Sticker | s1mple (Gold) | Paris 2023//176371982
Sticker | s1mple (Gold) | Stockholm 2021//176274605
Sticker | s1mple (Holo) | Stockholm 2021//176274542
Sticker | s1mple | Boston 2018//175945124
Sticker | saffee (Gold) | Paris 2023//176372022
Sticker | ScreaM (Foil) | Cologne 2015//61699272
Sticker | ScreaM | Atlanta 2017//175865562
Sticker | ScreaM | Cluj-Napoca 2015//75982362
Sticker | ScreaM | Cologne 2015//61699151
Sticker | sh1ro (Gold) | Stockholm 2021//176274645
Sticker | Sharks Esports (Gold) | Stockholm 2021//176270063
Sticker | Showdown (Foil)//176327050
Sticker | shox (Foil) | Boston 2018//175945411
Sticker | shox (Foil) | Cologne 2015//61699200
Sticker | shox (Foil) | Krakow 2017//175905791
Sticker | shox (Foil) | London 2018//176004393
Sticker | shox (Gold) | Stockholm 2021//176274642
Sticker | SicK (Gold) | Berlin 2019//176080083
Sticker | Sico (Gold) | Berlin 2019//176080019
Sticker | siuhy (Gold) | Paris 2023//176372071
Sticker | SK Gaming (Foil) | Boston 2018//175945146
Sticker | SK Gaming (Holo) | Atlanta 2017//175865555
Sticker | SK Gaming | Boston 2018//175945133
Sticker | Spiidi (Foil) | Boston 2018//175945166
Sticker | Spirit (Gold) | 2020 RMR//176222791
Sticker | Splyce | MLG Columbus 2016//144424214
Sticker | Sprout Esports (Gold) | Rio 2022//176339594
Sticker | Sprout Esports (Holo) | Boston 2018//175945183
Sticker | Sprout Esports (Holo) | Rio 2022//176339586
Sticker | Sprout Esports | Boston 2018//175945317
Sticker | Stone Scales (Foil)//176209317
Sticker | Stupid Banana (Foil)//7321514
Sticker | STYKO (Foil) | Boston 2018//175945420
Sticker | Summer | Boston 2018//175951520
Sticker | suNny | Krakow 2017//175905957
Sticker | Swag (Foil)//8988696
Sticker | tabseN (Foil) | Krakow 2017//175905816
Sticker | Team Dignitas (Foil) | Cologne 2016//157485929
Sticker | Team Dignitas (Holo) | Cologne 2016//157485791
Sticker | Team Dignitas | Cologne 2014//17080541
Sticker | Team Dignitas | DreamHack 2014//24668022
Sticker | Team eBettle (Foil) | Cologne 2015//61699188
Sticker | Team EnVyUs (Foil) | Boston 2018//175945379
Sticker | Team EnVyUs (Holo) | Atlanta 2017//175865590
Sticker | Team EnVyUs (Holo) | Cologne 2016//157485873
Sticker | Team EnVyUs | Cologne 2015//61699252
Sticker | Team Immunity | Cologne 2015//61699361
Sticker | Team Liquid (Foil) | Stockholm 2021//176269967
Sticker | Team Liquid (Gold) | Stockholm 2021//176270059
Sticker | Team Liquid (Holo) | Paris 2023//176371646
Sticker | Team Liquid (Holo) | Stockholm 2021//176269947
Sticker | Team Liquid | Atlanta 2017//175865750
Sticker | Team Liquid | Boston 2018//175945398
Sticker | Team Liquid | MLG Columbus 2016//144424381
Sticker | Team Spirit (Foil) | Stockholm 2021//176270067
Sticker | Team Spirit (Gold) | Rio 2022//176339838
Sticker | Team Spirit (Gold) | Stockholm 2021//176270054
Sticker | Team Spirit (Holo) | London 2018//176004483
Sticker | Team Spirit (Holo) | Stockholm 2021//176269958
Sticker | Titan (Foil) | Cluj-Napoca 2015//75982445
Sticker | Titan (Foil) | Cologne 2015//61699187
Sticker | torzsi (Gold) | Paris 2023//176372160
Sticker | TSM Kinguin (Foil) | Katowice 2015//33771344
Sticker | Tuurtle (Gold) | Antwerp 2022//176312499
Sticker | Twistzz (Foil) | Katowice 2019//176036681
Sticker | Twistzz (Gold) | Paris 2023//176372178
Sticker | Twistzz (Holo) | Paris 2023//176371769
Sticker | Tyloo (Foil) | Berlin 2019//176079668
Sticker | TYLOO (Gold) | 2020 RMR//176222804
Sticker | Tyloo (Holo) | Berlin 2019//176079781
Sticker | Tyloo (Holo) | Stockholm 2021//176270008
Sticker | Tyloo | Boston 2018//175945169
Sticker | Vexed Gaming | Cluj-Napoca 2015//75982541
Sticker | vice (Foil) | London 2018//176004652
Sticker | VINI (Holo) | Antwerp 2022//176312403
Sticker | Virtus.pro (Gold) | 2020 RMR//176222806
Sticker | Virtus.Pro (Gold) | Stockholm 2021//176270075
Sticker | Virtus.Pro (Holo) | Atlanta 2017//175865546
Sticker | Virtus.Pro (Holo) | Stockholm 2021//176269973
Sticker | Virtus.Pro | Atlanta 2017//175865599
Sticker | Virtus.Pro | Boston 2018//175945139
Sticker | Virtus.Pro | Cologne 2016//157485891
Sticker | Vitality (Gold) | Paris 2023//176371706
Sticker | Vitality (Holo) | Antwerp 2022//176312320
Sticker | Vitality (Holo) | Paris 2023//176371691
Sticker | Vitality (Holo) | Stockholm 2021//176269959
Sticker | volt (Gold) | Paris 2023//176372438
Sticker | Watermelon Flow (Holo)//176262753
Sticker | Watermelon Tier6 (Holo)//176262886
Sticker | wayLander (Foil) | Boston 2018//175945268
Sticker | wayLander | Krakow 2017//175905786
Sticker | WOOD7 (Gold) | Paris 2023//176372105
Sticker | WorldEdit (Foil) | Krakow 2017//175905900
Sticker | WorldEdit | Krakow 2017//175905881
Sticker | xertioN (Gold) | Paris 2023//176372145
Sticker | Xyp9x (Holo) | Antwerp 2022//176312275
Sticker | Xyp9x | Cologne 2016//157485968
Sticker | YEKINDAR (Gold) | Paris 2023//176372192
Sticker | YEKINDAR (Gold) | Stockholm 2021//176274636
Sticker | yuurih (Foil) | Katowice 2019//176036751
Sticker | yuurih (Gold) | Paris 2023//176372017
Sticker | yuurih (Holo) | Paris 2023//176371940
Sticker | Zeus (Foil) | Boston 2018//175945207
Sticker | Zeus | Krakow 2017//175905882
Sticker | ZywOo (Gold, Champion) | Paris 2023//176375832
Sticker | ZywOo (Holo, Champion) | Paris 2023//176375827
Sticker | ZywOo (Holo) | Antwerp 2022//176312459
Sticker | ZywOo (Holo) | Paris 2023//176372007
Stockholm 2021 Challengers Patch Pack//176272162
Stockholm 2021 Challengers Sticker Capsule//176272161
Stockholm 2021 Contenders Patch Pack//176272160
Stockholm 2021 Contenders Sticker Capsule//176272159
Stockholm 2021 Dust II Souvenir Package//176273439
Stockholm 2021 Legends Patch Pack//176272163
Stockholm 2021 Viewer Pass + 3 Souvenir Tokens//176272157
Street Soldier | Phoenix//176209316
Tec-9 | Avalanche (Battle-Scarred)//84444516
Tec-9 | Avalanche (Well-Worn)//84454624
Tec-9 | Bamboo Forest (Factory New)//49419348
Tec-9 | Bamboo Forest (Field-Tested)//49419350
Tec-9 | Bamboo Forest (Minimal Wear)//49419380
Tec-9 | Blast From the Past (Factory New)//176209581
Tec-9 | Blast From the Past (Minimal Wear)//176209575
Tec-9 | Blue Titanium (Factory New)//1915310
Tec-9 | Brother (Minimal Wear)//176185981
Tec-9 | Cut Out (Battle-Scarred)//175896322
Tec-9 | Decimator (Field-Tested)//176096432
Tec-9 | Decimator (Minimal Wear)//176096563
Tec-9 | Decimator (Well-Worn)//176097035
Tec-9 | Fuel Injector (Battle-Scarred)//165031023
Tec-9 | Fuel Injector (Factory New)//165043274
Tec-9 | Fuel Injector (Field-Tested)//165027656
Tec-9 | Fuel Injector (Minimal Wear)//165027697
Tec-9 | Fuel Injector (Well-Worn)//165027714
Tec-9 | Hades (Battle-Scarred)//49430984
Tec-9 | Hades (Minimal Wear)//49419370
Tec-9 | Hades (Well-Worn)//49419434
Tec-9 | Ice Cap (Factory New)//156113457
Tec-9 | Ice Cap (Field-Tested)//156113426
Tec-9 | Ice Cap (Minimal Wear)//156113441
Tec-9 | Isaac (Factory New)//8988669
Tec-9 | Isaac (Field-Tested)//8988598
Tec-9 | Isaac (Well-Worn)//8987890
Tec-9 | Jambiya (Factory New)//139673164
Tec-9 | Jambiya (Minimal Wear)//139654817
Tec-9 | Mummy's Rot (Factory New)//176369977
Tec-9 | Mummy's Rot (Minimal Wear)//176369959
Tec-9 | Orange Murano (Battle-Scarred)//176097070
Tec-9 | Orange Murano (Minimal Wear)//176096637
Tec-9 | Orange Murano (Well-Worn)//176096848
Tec-9 | Ossified (Minimal Wear)//1321778
Tec-9 | Re-Entry (Factory New)//149869049
Tec-9 | Re-Entry (Field-Tested)//149869038
Tec-9 | Re-Entry (Minimal Wear)//149865807
Tec-9 | Re-Entry (Well-Worn)//149892597
Tec-9 | Red Quartz (Field-Tested)//2385118
Tec-9 | Rust Leaf (Factory New)//176096785
Tec-9 | Rust Leaf (Field-Tested)//176096770
Tec-9 | Rust Leaf (Minimal Wear)//176096662
Tec-9 | Safety Net (Factory New)//176262880
Tec-9 | Snek-9 (Well-Worn)//175999921
Tec-9 | Terrace (Factory New)//49511767
Tec-9 | Terrace (Minimal Wear)//49419429
Tec-9 | Titanium Bit (Factory New)//6820894
Tec-9 | Titanium Bit (Minimal Wear)//6821552
Tec-9 | Toxic (Battle-Scarred)//18536819
Tec-9 | Toxic (Field-Tested)//18529306
Tec-9 | Toxic (Minimal Wear)//18532778
Tec-9 | Urban DDPAT (Factory New)//8988699
Tec-9 | Urban DDPAT (Minimal Wear)//8987892
The Elite Mr. Muhlik | Elite Crew//176096473
Trapper | Guerrilla Warfare//176263076
Trapper Aggressor | Guerrilla Warfare//176262921
UMP-45 | Arctic Wolf (Factory New)//175966878
UMP-45 | Blaze (Factory New)//2384081
UMP-45 | Bone Pile (Factory New)//1546556
UMP-45 | Bone Pile (Field-Tested)//1546354
UMP-45 | Bone Pile (Minimal Wear)//1546371
UMP-45 | Briefing (Factory New)//165031015
UMP-45 | Caramel (Factory New)//1321911
UMP-45 | Caramel (Field-Tested)//1321324
UMP-45 | Caramel (Minimal Wear)//1321400
UMP-45 | Crime Scene (Factory New)//176209637
UMP-45 | Crime Scene (Field-Tested)//176209323
UMP-45 | Crime Scene (Minimal Wear)//176209177
UMP-45 | Day Lily (Factory New)//176096962
UMP-45 | Day Lily (Field-Tested)//176097467
UMP-45 | Day Lily (Minimal Wear)//176097038
UMP-45 | Exposure (Factory New)//175917276
UMP-45 | Exposure (Field-Tested)//175917270
UMP-45 | Exposure (Minimal Wear)//175917287
UMP-45 | Fallout Warning (Field-Tested)//1321411
